ID,ACTIVE (1/0),NAME,PARENT CATEGORY ID (138),PRICE (BEFORE TAX),TAX,MANUFACTURER,EAN13,ECOTAX,WEIGHT,QUANTITY,SHORT DESCRIPTION,DESCRIPTION,TAG WORDS (SEPERATE BY test test ),META-TITLE,META-KEYWORDS (sample sample),META-DESCRIPTION,TEXT – IN STOCK,OUT STOCK – ORDER ALLOWED,IMAGE URL (MULTIPLE SEPERATED BY COMMA (link link),Product avail
,1,ReliaMed Non-Woven Gauze Sponge - Sterile,Drain Sponges,0,,,,,,,Sterile Latex-free sponges made from 100% USP cotton. Ideal for wound cleansing and as secondary dressings for added absorbency.  Highly absorbent rayon/polyester blend provides fast wicking properties and minimizes skin maceration.,Sterile Latex-free sponges made from 100% USP cotton. Ideal for wound cleansing and as secondary dressings for added absorbency.  Highly absorbent rayon/polyester blend provides fast wicking properties and minimizes skin maceration. Suitable for debriding and covering and packing wounds or general use.  Sterile and latex-free.,,ReliaMed Non-Woven Gauze Sponge - Sterile,,,,,http://healthcaresupplypros.com/img/zoom/reliamed-non-woven-gauze-sponges.jpg,
,1,Mepilex Border,Foam -Bordered,0,,,,,,,Mepilex Border is an all-in-one foam dressing that effectively absorbs and retains exudate and maintains a moist wound environment. The Safetac layer seals the wound edges and prevents the exudate from leaking onto the surrounding skin.,Mepilex Border is an all-in-one foam dressing that effectively absorbs and retains exudate and maintains a moist wound environment. The Safetac layer seals the wound edges and prevents the exudate from leaking onto the surrounding skin.  This minimizes the risk for maceration. The Safetac layer ensures that the dressing can be changed without damaging the wound or surrounding skin or exposing the patient to additional pain.                                                               :: minimizes pain and trauma at dressing changes                                :: self-adherent - no secondary fixation needed :: moisture proof and bacteria proof film backing :: may be used under compression bandages :: promotes patient comfort during wear :: designed for ease of use :: may remain in place for several days :: may be lifted and adjusted without losing its adherent properties :: low potential for skin irritation and allergy.    www.molnlycke.com,,Mepilex Border,,,,,http://www.superiorhealthcare.com.au/productimages/BDMY678D-1.jpg,
,1,Mepilex Border Lite,Foam -Bordered,0,,,,,,,Mepilex Border Lite minimizes trauma to the wound and pain to the patient at dressing changes. The Safetac technology prevents Mepilex Border Lite from sticking to the wound bed yet adheres gently to the surrounding skin.,Mepilex Border Lite minimizes trauma to the wound and pain to the patient at dressing changes. The Safetac technology prevents Mepilex Border Lite from sticking to the wound bed yet adheres gently to the surrounding skin. Mepilex Border Lite is ideal for those locations where a thin self-adherent dressing is required. It is a very conformable and gentle alternative to other thin adhesive bordered dressings.                    :: minimizes pain and trauma at dressing changes                                :: self-adherent - no secondary fixation needed :: moisture proof and bacteria proof film backing :: may be used under compression bandages :: promotes patient comfort during wear :: designed for ease of use :: may remain in place for several days :: may be lifted and adjusted without losing its adherent properties :: low potential for skin irritation and allergy.    www.molnlycke.com,,Mepilex Border Lite,,,,,http://www.superiorhealthcare.com.au/productimages/BDMY695-5.jpg,
,1,Polyderm Border Foam Wound Dressing,Foam -Bordered,0,,,,,,,Effective in management of moderate to heavily exudating wounds. Made of non-adherent and highly absorbent lint-free polyurethane foam. Thick soft construction that is extremely comformable and comfortable.,Effective in management of moderate to heavily exudating wounds. Made of non-adherent and highly absorbent lint-free polyurethane foam. Thick soft construction that is extremely comformable and comfortable. Ideal for painful wounds requiring protection and cushioning. Protects granulating tissue for effective healing.,,Polyderm Border Foam Wound Dressing,,,,,http://images.allegrocentral.com/58/E0/polyderm-border-hydrophyilic-foam-dressings-547358-MEDIUM.jpg,
,1,PolyMem Dots,Foam -Bordered,0,,,,,,,PolyMem Dressings consist of a polyurethane membrane matrix on a semipermeable thin-film backing. Unlike any other dressing - the hydrophilic membrane contains a cleanser and moisturizer plus a super-absorbent starch co-polymer. ,PolyMem Dressings consist of a polyurethane membrane matrix on a semipermeable thin-film backing. Unlike any other dressing - the hydrophilic membrane contains a cleanser and moisturizer plus a super-absorbent starch co-polymer. This unique design and patented formulation eliminates the need for manual debridement and cleaning during dressing changes while reducing patient discomfort and the time and cost of dressing changes. PolyMem facilitates the healing process by promoting the concentration of the body’s naturally produced growth factors and nutrients and regenerated cells in the wound bed.  (sorry no image available),,PolyMem Dots,,,,, ,
,1,ReliaMed Bordered Foam Dressing,Foam -Bordered,0,,,,,,,ReliaMed Bordered Foam Dressing has finished slevage edges and is highly absorptive to manage hidh levels of exudate. Features excellent elasticity which allows it to conform to awkward sites.,:: Finished selvage edges :: Highly absorptive to manage high levels of exudate :: High Moisture Vapor Transmission Rate (MVTR) and breathability  :: Unique foam membrane top layer minimizes possibility of fluid strike-through :: Conforms to awkward sites :: Features excellent elasticity :: Latex-free,,ReliaMed Bordered Foam Dressing,,,,,http://www.totaldiabetessupply.com/media/product-images/zdf66b.jpg,
,1,Algidex Ag,Foam - Silver,0,,,,,,,A major breakthrough in delivery of a proven antimicrobial that encompasses cost advantages. Unique combination of silver alginate and maltodextrin designed to create the optimal moist wound environment important to healing. ,A major breakthrough in delivery of a proven antimicrobial that encompasses cost advantages. Unique combination of silver alginate and maltodextrin designed to create the optimal moist wound environment important to healing. Provides immediate and sustained antimicrobial activity against a broad spectrum of wound pathogens for up to seven days including methicillin-resistant Staphylococcus aureus (MRSA) Staphylococcus aureus Pseudomonas aeruginosa and E. Coli.,,Algidex Ag,,,,,http://www.alimed.com/_resources/images/product/64830A_d.jpg,
,1,PolyMem Ag Non-Adhesive,Foam - Silver,0,,,,,,,PolyMem Ag can be used instead of other dressings containing silver because the dressings support moist wound healing while providing a continuous silver reservoir. PolyMem Ag Benefits:  Polymem Ag incorporates unique silver particles. ,PolyMem Ag can be used instead of other dressings containing silver because the dressings support moist wound healing while providing a continuous silver reservoir. PolyMem Ag Benefits:  Polymem Ag incorporates unique silver particles. Eliminates need for secondary dressing (except when using PolyMem WIC Silver). Absorbs up to 10 times its dressing weight in exudate. Maintains a moist wound environment for improved healing. Indicates when dressing change is necessary via its clear and thin backing (except PolyMem WIC Silver).  Polymem Ag won’t adhere to the wound bed which minimizes damage to the wound bed upon removal. Continuously cleanses the wound which reduces the need for wound bed cleansing during dressing changes. Won't stain skin. Helps relieve wound pain and improve comfort. No need to wet or re-wet.,,PolyMem Ag Non-Adhesive,,,,,http://www.hortonandconverse.com/source/upload/images/ProductImages/634595001069652000.jpg,
,1,PolyMem Shapes,Foam - Silver,0,,,,,,,Introducing Shapes by PolyMem—QuadraFoam wound dressings that conform to the natural shapes of wounds. Shapes is easy-to-use.  The pre-cut dressings are made of an innovative and multi-function QuadraFoam material. ,Introducing Shapes by PolyMem—QuadraFoam wound dressings that conform to the natural shapes of wounds. Shapes is easy-to-use.  The pre-cut dressings are made of an innovative and multi-function QuadraFoam material. QuadraFoam dressings can effectively cleanse and fill and absorb and even moisten wounds throughout the healing continuum. No other single wound dressing combines these four key wound-healing capabilities like PolyMem.,,PolyMem Shapes,,,,,http://healthcaresupplypros.com/img/zoom/polymem-shapes-silver-dressing.jpg,
,1,Hydrofera Blue ,Foam - Silver,0,,,,,,,Hydrofera Blue has been approved for use on all types of wounds except third degree burns.  Hydrofera Blue is intended for use on complex wounds.  Examples of wounds that can be treated include radiation or chemical burns and yeast infections or infected wounds.,Hydrofera Blue has been approved for use on all types of wounds except third degree burns. Hydrofera Blue is intended for use on complex wounds and has shown excellent results in trials for treatment of wounds (Pyoderma - radiation burns - chemical burns - venous stasis ulcers - yeast infections - folliculitis - infected wounds). Hydrofera Blue can be used to provide a safe moist environment for optimum wound healing on non-infected wounds. Hydrofera Blue is highly absorptive. In addition to being bacteriostatic the Hydrofera Blue open cell structure provides capillary vacuum action to draw excess fluid and exudate from the wound bed. Hydrofera Blue must be moistened with sterile saline or sterile water then squeezed out and secured to the wound bed with an appropriate secondary dressing. Hydrofera Blue is incredibly soft and comfortable for the patient (must be kept moist). Other attributes of Hydrofera Blue include gentle self-debridement of necrotic tissue and pain relief. Hydrofera Blue also provides odor control through prevention of the growth of odor-causing bacteria on the sponge. Hydrofera Blue dressings should be changed every 1 to 3 days following good wound care practice.  A secondary dressing is required to hold Hydrofera Blue in place.,,Hydrofera Blue ,,,,,http://shop.shieldhealthcare.com/Images/Products/hshb6614b.jpg,
,1,Hydrofera Blue Ostomy Ring,Foam,1,,,,,,,Hydrofera Blue Ostomy Ring,Hydrofera Blue 26mm Foam Ostomy Ring  (no image available),,Hydrofera Blue Ostomy Ring,,,,,http://www.parthenoninc.com/product_images/z/878/hydroferra_ostomy_ring__41261_zoom.jpg,
,1,Mepilex,Foam,1,,,,,,,Mepilex is a soft and highly conformable foam dressing that absorbs exudate and maintains a moist wound environment. Safetac technology prevents Mepilex foam dressing from sticking to the wound bed yet it adheres gently to the surrounding skin.,Mepilex is a soft and highly conformable foam dressing that absorbs exudate and maintains a moist wound environment. Safetac technology prevents Mepilex foam dressing from sticking to the wound bed yet it adheres gently to the surrounding skin allowing easy application of secondary fixation. The Safetac layer of Mepilex ensures that the dressing can be changed without damaging the wound or surrounding skin or subjecting the patient to additional pain. Mepilex foam dressing absorbs exudate effectively and ensures a low risk of maceration.                                                                               Benefits of Mepilex:                                                                           :: minimizes pain and trauma at dressing changes :: stays in place :: promotes patient comfort thin and very comfortable to wear  :: may be left in place during radiation therapy :: well suited to be used under compression bandages :: may be cut to suit various wound shapes and difficult-to-dress locations :: may remain in place for several days depending on the condition of the wound :: may be lifted and adjusted without losing its adherent properties  :: low potential for skin irritation and allergy :: available in a range of sizes to suit many wound types :: low potential for skin irritation and allergy.                  www.molnlycke.com,,Mepilex,,,,,http://www.molnlycke.co.uk/Documents/WoundCare/MEPILEX/Images/Mepilex_300x300.jpg,
,1,Mepilex Lite,Foam,1,,,,,,,Mepilex Lite is a thin and highly conformable foam dressing that absorbs exudate and maintains a moist wound environment. The Mepilex Lite Safetac layer seals around the wound edges which prevents exudate from leaking onto the surrounding skin and minimizes the risk for maceration. ,Mepilex Lite is a thin and highly conformable foam dressing that absorbs exudate and maintains a moist wound environment. The Mepilex Lite Safetac layer seals around the wound edges which prevents exudate from leaking onto the surrounding skin and minimizes the risk for maceration. The Safetac layer in Mepilex products ensures atraumatic dressing changes. Mepilex Lite can be cut to suit various wound shapes and locations.  Benefits of Mepilex Lite  :: minimizes pain and trauma at dressing changes and stays in place  :: promotes patient comfort thin and very comfortable to wear  :: may be left in place during radiation therapy  :: well suited to be used under compression bandages :: may be cut to suit various wound shapes and difficult-to-dress locations :: may remain in place for several days depending on the condition of the wound:: may be lifted and adjusted without losing its adherent properties :: available in a range of sizes to suit many wound types :: low potential for skin irritation and allergy,,Mepilex Lite,,,,,http://www.getprice.com.au/images/uploadimg/1281/Mepilex-Lite-Thumb-03.jpg,
,1,Mepilex Transfer,Foam,1,,,,,,,Mepilex Transfer is a thin and highly conformable foam dressing that absorbs exudate and maintains a moist wound environment. The Safetac layer seals around the wound edges which prevents exudate from leaking onto the surrounding skin.,Mepilex Transfer is a thin and highly conformable foam dressing that absorbs exudate and maintains a moist wound environment. The Safetac layer seals around the wound edges which prevents exudate from leaking onto the surrounding skin thus minimizing the risk for maceration. As the Safetac layer seals around the wound the foam structure of Mepilex Transfer allows the exudate to move vertically into a secondary absorbent pad which maintaines a moist wound environment. The Safetac layer ensures atraumatic dressing changes. Mepilex Transfer can be cut to suit various wound shapes and locations.,,Mepilex Transfer,,,,,http://markets.molnlycke.com/Documents/WoundCare/MEPILEX_TRANSFER/Images/MepilexTransfer_300x300.jpg,
,1,ReliaMed Foam Dressing,Foam,1,,,,,,,ReliaMed Foam Dressing is  highly absorptive to manage high levels of exudate. High Moisture Vapor Transmission Rate (MVTR) and breathability leads to longer wear time between dressing changes.,"4"" x 4"" and 6"" x 6"" nonadherent pads are suitable for patients with sensitivity to adhesives.  Finished selvage edges. Highly absorptive to manage high levels of exudate. High Moisture Vapor Transmission Rate (MVTR) and breathability leads to longer wear time between dressing changes.  Unique foam membrane top layer minimizes possibility of fluid strike-through.  Conforms to awkward sites and features excellent elasticity.  Latex-free.",,ReliaMed Foam Dressing,,,,,http://a248.e.akamai.net/origin-cdn.volusion.com/pryu4.7eq4n/v/vspfiles/photos/ReliaMed_Foam_Dressing-2.jpg,
,1,Tegaderm Foam Dressing,Foam,1,,,,,,,The wound dressing is a fast wicking non-swelling polyurethane foam with a highly breathable film backing which prevents wound exudate strike-through and is a barrier to outside contamination while the dressing remains intact without leakage.,The wound dressing is a fast wicking non-swelling polyurethane foam with a highly breathable film backing which prevents wound exudate strike-through and is a barrier to outside contamination while the dressing remains intact without leakage.  Heavily draining wounds often result in skin maceration frequent dressing changes and patient discomfort. Tegaderm foam dressing (nonadhesive) provides total fluid management by a combination of fast wicking and high absorbency and breathability.,,Tegaderm Foam Dressing,,,,,http://www.medical-supermarket.com/Resources/ProductImages/db4055b4-9215-4f1e-8a0e-0820655dfe87.jpg,
,1,Medipore Bordered Gauze,Gauze - Bordered,1,,,,,,,An all-in-one sterile dressing that features a breathable soft cloth tape backing with a unique non-adherent pad.,An all-in-one sterile dressing that features a breathable soft cloth tape backing with a unique non-adherent pad.  Medipore +Pad soft cloth adhesive wound dressing may be used as a primary or secondary dressing over light to moderately draining wounds.  Also for securing devices or for protecting I.V. catheter sites.  This all-in-one sterile dressing is a highly conformable absorbent dressing that provides superior patient comfort as dressing flexes with body movement and contours.  Medipore +Pad dressing has a hypoallergenic and non-latex adhesive that provides excellent adhesion yet is gentle to the skin.  The dressing features a unique non-adherent pad that is designed to promote normal wound healing processes to occur with less pain and trauma.,,Medipore Bordered Gauze,,,,,http://www.christiansmedequip.com/resource/products/Images/MMM3564_si.jpg,
,1,Mepore Bordered Gauze,Gauze - Bordered,1,,,,,,,Mepore is the original self-adhesive absorbent dressing. The result of continuous innovation over the past 30 years Mepore combines gentle and secure fixation with excellent absorption properties and ease of use.,Mepore is the original self-adhesive absorbent dressing. The result of continuous innovation over the past 30 years Mepore combines gentle and secure fixation with excellent absorption properties and ease of use. Benefits:  Easy-to-remove protection paper for ease of use soft elastic nonwoven with high breathability for better patient comfort. Absorbent wound pad with a low-adherent wound-contact layer for better patient comfort and longer wear time.  Skin-friendly water-based and solvent-free adhesive for gentle and secure fixation.,,Mepore Bordered Gauze,,,,,http://www.molnlyckewoundcare.ca/en/images/product/Mepore/MeporeFilm_672011_300_dpi.jpg,
,1,ReliaMed Bordered Gauze,Gauze - Bordered,1,,,,,,,Non-adherent contact layer with absorbent 100% cotton pad covered with an adhesive-coated nonwoven tape overlay.  Latex-free.,"Non-adherent contact layer with absorbent 100% cotton pad covered with an adhesive-coated nonwoven tape overlay.  Latex-free.
 

 ",,ReliaMed Bordered Gauze,,,,,https://www.edgepark.com/_cache/c/c835458998e65de347c52728850571c2.jpg,
,1,BIOGUARD antimicrobial gauze rolls,Gauze - Specialty,1,,,,,,,BIOGUARD Barrier dressings provide a barrier to bacterial contamination so infection is prevented from entering the wound site. BIOGARD also provides reductions of common pathogens within the dressings.,BIOGUARD Barrier dressings provide a barrier to bacterial contamination so infection is prevented from entering the wound site. BIOGARD also provides reductions of common pathogens within the dressings - www.dermasciences.com.,,BIOGUARDAntimicrobial Gauze Sponge,,,,,http://www.mountainside-medical.com/product_images/p/260/Bioguard-Gauze-Sponges__54340_zoom.jpg,
,1,Tegaderm Matrix ,Gauze - Specialty,1,,,,,,,Tegaderm Matrix dressing is a unique affordable wound care solution that aids in the management of hard-to-heal wounds. Secondary dressing required to hold in place.,Secondary dressing required to hold in place. Tegaderm Matrix dressing is a unique and affordable wound care solution that aids in the management of hard-to-heal wounds. It is designed to help jump-start wounds and enable the wound to progress through the normal healing cascade. The dressing is indicated for use with chronic and non-infected wounds including: diabetic ulcers and pressure ulcers (stages II-IV) and venous stasis ulcers.  Tegaderm Matrix dressing is the first advanced wound care solution that utilizes the innovative PHI technology. This technology consists of a unique blend of cations found naturally in the body including potassium and zinc and calcium and rubidium. The unique formulation helps promote the natural moisture balance needed for chronic wound healing.  Benefits  :: Easy to use and apply or remove  :: Safe and effective  :: Patient-friendly  www.3m.com,,Tegaderm Matrix ,,,,,http://images.allegrocentral.com/C1/FF/3m-tegaderm-matrix-dressing-with-phi-2-x-2-563216-MEDIUM_0.jpg,
,1,Tegaderm Non-Adherent Contact Layer,Gauze - Specialty,1,,,,,,,A woven nylon fabric with sealed edges that is non-adherent non-irritating and hypoallergenic. The wound contact material is placed over the wound and under gauze or other absorbent dressing.,A woven and nylon fabric with sealed edges that is non-adherent and also non-irritating and hypoallergenic. The wound contact material is placed over the wound and under gauze or other absorbent dressing.  Tegaderm Contact Layer is a woven nylon fabric with sealed edges that is a lint-free and non-adherent and non-toxic and non-irritating and a hypoallergenic material. Clinical studies show that Tegaderm Contact Layer can be left on the wound for up to 7 days. Tegaderm Contact Layer can be used under gauze or other absorbent dressings.  It allows exudates to pass through to an absorbent outer barrier. The non-adherence of this material will minimize disruption of healthy granulation tissue and re-epithelialized surfaces.,,Tegaderm Non-Adherent Contact Layer,,,,,http://healthcaresupplypros.com/img/zoom/3m-tegaderm-non-adherent-contact-layer.jpg,
,1,Gazetex 6-Ply and 8-Ply Gauze Roll,Gauze Rolls,1,,,,,,,Gazetex washed low-linting woven gauze rolls are used for wrapping or packing large and deep wounds.  Available in 6-ply non-sterile and 8-ply sterile rolls.,Gazetex washed and low-linting woven gauze rolls are used for wrapping or packing large and deep wounds. When used as a primary dressing Gazetex rolls provide fast wicking and absorbency and aeration. This gauze dressing provides additional cushioning and comfort when used as a secondary dressing.  Latex Free.  Available in 6-ply Non-Sterile and 8-ply Sterile.,,Gazetex 6-Ply and 8-Ply Gauze Roll,,,,,http://cdn2.bigcommerce.com/server2800/8921d/products/714/images/947/Gauze-Roll__83442.1305578683.1280.1280.jpg,
,1,BIOGUARD antimicrobial gauze rolls,Gauze Rolls,1,,,,,,,BIOGUARD antimicrobial gauze rolls provide a barrier to bacterial contamination so infection cannot enter the wound Biogard antimicrobial gauze rolls also provide reduction of common pathogens absorbed within the dressing.  Biogard gauze rolls are 6-ply antimicrobial rolls.,"BIOGUARD antimicrobial gauze rolls provide a barrier to bacterial contamination so infection cannot enter the wound BIOGUARD also provides reduction of common pathogens absorbed within the dressing.  BIOGUARD is available in 6-ply antimicrobial rolls 4.5"" x 4.1 yd.",,BIOGUARD antimicrobial gauze rolls,,,,,http://www.mountainside-medical.com/product_images/h/193/Kerlix-Gauze-Bandage-Roll__24282_std.jpg,
,1,Conforming Stretch Gauze,Gauze Rolls,1,,,,,,,Unique knit construction offers proper compression without constriction. Self adhering stays in place with minimal taping Conforms to difficult body contours.,Unique knit construction offers proper compression without constriction. Self adhering stays in place with minimal taping Conforms to difficult body contours.  Highly absorbent gauze roll is non-linting and ravel free to keep the wound site clean. Sterile bandages are packed in peel-open poly pouches for aseptic handling. Pouched bandages are packed in convenient sturdy dispenser boxes.,,Conforming Stretch Gauze,,,,,http://i.ebayimg.com/t/6-Sterile-Conforming-Stretch-Gauze-Roll-Bandage-BX-6-/06/!Bthl0!Bmk~$(KGrHqUH-CUEviw01SehBL8WWUCygQ~~_35.JPG,
,1,KERLIX AMD 6-Ply Roll,Gauze Rolls,1,,,,,,,KERLIX Rolls are made of prewashed fluff dried 100% woven gauze with unique crinkle-weave pattern for loft and bulk. KERLIX Rolls provide fast-wicking action superior aeration and excellent absorbency. Finished edges on the product reduce loose ends and lint.,KERLIX Rolls are made of prewashed fluff dried 100% woven gauze with unique crinkle-weave pattern for loft and bulk. KERLIX Rolls provide fast-wicking action superior aeration and excellent absorbency. Finished edges on the product reduce loose ends and lint.,,KERLIX AMD 6-Ply Roll,,,,,http://shop.shieldhealthcare.com/Images/Products/101570t.jpg,
,1,DuCare Gauze Sponge,Gauze Sponge,1,,,,,,,:: 100% cotton with a clean fold and no raw edges :: Low lint :: Use for debridement covering and packing of wounds :: Non-sterile,:: 100% cotton with a clean fold and no raw edges :: Low lint :: Use for debridement covering and packing of wounds :: Non-sterile,,DuCare Gauze Sponge,,,,,http://ecx.images-amazon.com/images/I/31VAEmsLxVL._SL500_SS500_.jpg,
,1,Dynarex 8-Ply Gauze Sponge,Gauze Sponge,1,,,,,,,Dynarex surgical dressings combine superior quality with assured economy For a wide range of dressing cleaning and prepping procedures No exposed raw edges - cut edges folded in Cotton filled sponges provide maximum absorption.,Dynarex surgical dressings combine superior quality with assured economy orf a wide range of dressing and cleaning and prepping procedures.  No exposed raw edges - cut edges folded in Cotton filled sponges provide maximum absorption.,,Dynarex 8-Ply Gauze Sponge,,,,,http://www.admedonline.com/prodimages/large/gauze_sponge_dynarex-1.jpg,
,1,Kendall Curity AMD Antimicrobial Gauze Sponge,Gauze Sponge,1,,,,,,,Kendall Curity AMD antimicrobial gauze sponges are impregnated with PHMB (Polyhexamethylene Biguanide) a powerful yet safe antiseptic that has a broad range effectiveness against gram positive and gram negative microorganisms including some multi-drug resistant strains such as MRSA.,Kendall Curity AMD antimicrobial gauze sponges are impregnated with PHMB (Polyhexamethylene Biguanide).  This is a powerful yet safe antiseptic that has a broad range effectiveness against gram positive and gram negative microorganisms including some multi-drug resistant strains such as MRSA.,,Kendall Curity AMD Antimicrobial Gauze Sponge,,,,,http://images.allegrocentral.com/5C/C2/curity-amd-antimicrobial-gauze-sponges-4-x-4-12-ply-sterile-rigid-tray-549817-MEDIUM_0.jpg,
,1,KERLIX 12-Ply Gauze Sponge,Gauze Sponge,1,,,,,,,KERLIX Sponges are ideal for all-purpose floor use as well superior primary dressing. Absorbency and texture is ideal for prepping cleansing packing and debriding wounds.,KERLIX Sponges are ideal for all-purpose floor use as well superior primary dressing. Absorbency and texture is ideal for prepping cleansing packing and debriding wounds.,,KERLIX 12-Ply Gauze Sponge,,,,,http://images.allegrocentral.com/D8/8E/kerlix-gauze-sponge-12-ply-4x4-sterile-2-s-in-peel-back-pkg-191475-MEDIUM_0.jpg,
,1,Dynarex Sterile Latex Gloves, Gloves,1,,,,,,,Dynarex sterile latex surgical gloves size 7. Maximum strength with no loss of tactile sensitivity. Textured surface in palm and finger tips.,Dynarex sterile latex surgical gloves size 7. Maximum strength with no loss of tactile sensitivity. Textured surface in palm and finger tips.,,Dynarex Sterile Latex Gloves,,,,,http://mtrhealth.com/wp-content/uploads/wpsc/product_images/Surgical%20Gloves%20Sterile.jpg,
,1,ReliaMed Latex Gloves, Gloves,1,,,,,,,These powder free latex exam gloves are premium medical-grade and are protein-free made of pure latex natural white in color disposable non-sterile and ambidextrous. Reliamed glove quality meets or exceeds ASTM and FDA 510K requirements.,Pure latex exam gloves that are premium medical-grade.  They are powder free and are protein-free.  These gloves are natural white in color and are disposable.  They are gloves are non-sterile and ambidextrous. Reliamed glove quality meets or exceeds ASTM and FDA 510K requirements.,,ReliaMed Latex Gloves,,,,,http://healthcaresupplypros.com/img/thumbnails/reliamed-pf-latex-exam-gloves.jpg,
,1,ReliaMed Vinyl Gloves, Gloves,1,,,,,,,These powder free vinyl synthetic exam gloves are premium medical-grade protein-free latex-free disposable non-sterile and ambidextrous. Reliamed glove quality meets or exceeds ASTM and FDA 510K requirements.,Vinyl synthetic exam gloves are premium medical-grade.  They are powder free and protein-free.  These gloves are latex-free and disposable.  They are non-sterile and ambidextrous. Reliamed glove quality meets or exceeds ASTM and FDA 510K requirements.,,ReliaMed Vinyl Gloves,,,,,http://healthcaresupplypros.com/img/thumbnails/reliamed-pf-vinyl-exam-gloves.jpg,
,1,MEDIHONEY Hydrocolloid Sheet,Hydrocolloid - Honey,1,,,,,,,Medihoney Hydrocolloid sheet contains 80% active medical-grade Leptospermum Honey in a hydrocolloid sheet form to absorb light to moderate drainage. Medihoney Hydrocolloid forms a gel as it warms up on the body and comes in contact with wound fluid.   ,MEDIHONEY hydrocolloid sheet dressings are a unique line of dressings containing Active Leptospermum Honey from New Zealand and Australia.  They have been shown to possess unique qualities that make them ideal for the management of chronic and acute wounds and burns. MEDIHONEY dressings are able to work in the presence of wound fluid and blood and tissue.  They promote an optimal healing environment because they contain a very high percentage of Leptospermum honey.  MEDIHONEY dressings provide a moist and occlusive environment conducive to optimal wound healing.  The dressings are indicated for the management of moderate to heavily exuding wounds such as:  :: diabetic foot ulcers  :: Venous stasis leg ulcers  :: Arterial leg ulcers :: Leg ulcers of mixed etiology  :: Pressure ulcers (I-IV)  :: 1st and 2nd degree burns  :: Donor sites  :: Traumatic and surgical wounds.  www.dermasciences.com,,MEDIHONEY Hydrocolloid Sheet,,,,,http://www.med-worldwide.com/media/ss/210/medihoney-hydrocolloid-border-78373.jpg,
,1,MEDIHONEY Hydrocolloid Tube,Hydrocolloid - Honey,1,,,,,,,This form of Medihoney Hydrocolloid contains 100% active medical-grade Leptospermum Honey in a tube. Medihoney hydrocolloid tube is a safe dressing for hard-to-dress wounds that may have tunneling or undermining. ,MEDIHONEY dressings are a unique line of dressings containing Active Leptospermum Honey from New Zealand and Australia.  They have been shown to possess unique qualities that make them ideal for the management of chronic and acute wounds and burns. MEDIHONEY dressings are able to work in the presence of wound fluid and blood and tissue.  They promote an optimal healing environment because they contain a very high percentage of Leptospermum honey.  MEDIHONEY dressings provide a moist and occlusive environment conducive to optimal wound healing.  As wound exudate is absorbed the alginate forms a gel making the Medihoney dressings easy to remove without disrupting the wound bed.  The dressings are indicated for the management of moderate to heavily exuding wounds such as:  :: diabetic foot ulcers  :: Venous stasis leg ulcers  :: Arterial leg ulcers :: Leg ulcers of mixed etiology  :: Pressure ulcers (I-IV)  :: 1st and 2nd degree burns  :: Donor sites  :: Traumatic and surgical wounds.  www.dermasciences.com,,MEDIHONEY Hydrocolloid Tube,,,,,http://thumbs2.ebaystatic.com/d/l225/m/mRgfoojr8C7i3KYV-XTq18g.jpg,
,1,FlexiCol,Hydrocolloid,1,,,,,,,FlexiCol handles wound drainage with a combination of absorption and evaporation. Unlike other dressings that tend to pull away soon after application FlexiCol stays secure for days after its first application so re-application or securing with tape is eliminated.,FlexiCol handles wound drainage with a combination of absorption and evaporation. FlexiCol stays secure for days after its first application so re-application or securing with tape is eliminated.  FlexiCol's thin film exterior and moist core allow for higher and quicker fluid uptake so most residue does not remain in the wound. Peel-off tabs and a thin beveled edge make application quick and prevent dressing roll-up. FlexiCol folds easily to conform to difficult-to-dress areas and is available in two shaped dressings for wounds on the sacrum and heels or elbows.,,FlexiCol,,,,,http://www.restockit.com/images/Product/medium/EV48630000.jpg,
,1,PRIMACOL Hydocolloid Dressing,Hydrocolloid,1,,,,,,,These dressings mix with wound exudate to form a soft mass that allows for easy removal while protecting the wound from outside contamination from bacteria fecal matter or urine.  A moist wound environment is created conducive to wound healing.,These dressings mix with wound exudate to form a soft mass that allows for easy removal while protecting the wound from outside contamination from bacteria and fecal matter or urine. A moist wound environment is created that is conducive to wound healing. The foam backing provides and extra layer of cushioning and comfort for patients. Our version of this popular dressing has tapered edges that are designed to minimize bunching and rolling up.  This leads to improved wear times and cost-effectiveness. Use for the management of lightly exuding Pressure Ulcers (Stage I-IV) and Diabetic foot ulcers.  This dressing also for venous stasis ulcer and other chronic and acute wounds.,,PRIMACOL Hydocolloid Dressing,,,,,http://www.woundsource.com/files/woundsource/product-images/primacolr_thin_hydrocolloid_dressing_derma_sciences_inc..jpg,
,1,ReliaMed Hydrocolloid Dressing,Hydrocolloid,1,,,,,,,State-of-the-art hydrocolloid formulation effectively absorbs wound exudate resulting in cleaner less painful and easier-to-care-for wounds.,State-of-the-art hydrocolloid formulation effectively absorbs wound exudate.  This results in easier-to-care-for wounds that are cleaner and less painful.   A uniquely smooth and low-friction film backing reduces shear forces that can contribute to skin tearing .  Dressing adhesive qualities provide secure bonding to skin and allow normal bathing.  Beveled edges minimize possiblity of lift-up.  Latex-free.  www.reliamedproducts.com,,ReliaMed Hydrocolloid Dressing,,,,,http://www.colonialmed.com/images/Product/medium/5572.jpg,
